OTU_ID	domain	domain_conf	phylum	phylum_conf	class	class_conf	order	order_conf	family	family_conf	genus	genus_conf	species	species_conf	blast_query	blast_strain	blast_16s_completeness	blast_percent_identity	blast_alignment_length	ncbi_avglinkage_otu_id	num_of_sp_in_cluster	num_of_sp_in_db	num_of_otus_with_same_sp
OTU_1073	Bacteria	1	Proteobacteria	0.9681	Alphaproteobacteria	0.9355	Rhizobiales	0.8643	Bradyrhizobiaceae	0.4449	Rhodopseudomonas	0.2271	Rhodopseudomonas_rhenobacensis	0.0341	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Rhodopseudomonas,s:Rhodopseudomonas_faecalis	gc_16S	no	96.6	1415	197	34	1	1
OTU_1074	Bacteria	1	Verrucomicrobia	0.9324	Spartobacteria	0.6724	Chthoniobacterales	0.3478	Chthoniobacteraceae	0.1775	Chthoniobacter	0.0282	Chthoniobacter_flavus	0.0026	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,s:Brevundimonas_bacteroides	CIP_101031	no	93.8	32	4998	1	1	1
OTU_1075	Bacteria	1	Actinobacteria	0.9804	Actinobacteria	0.9625	Propionibacteriales	0.7322	Nocardioidaceae	0.7151	Nocardioides	0.4089	Nocardioides_sp	0.0241	NA	NA	NA	NA	NA	3874	2	1	1
OTU_1076	Bacteria	1	Actinobacteria	0.964	Actinobacteria	0.8882	Frankiales	0.4666	Frankiaceae	0.2826	Frankia	0.0926	Frankia_alni	0.0076	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Promicromonosporaceae,g:Promicromonospora,s:Promicromonospora_vindobonensis	V-45_16S	no	91.1	1336	3853	2	1	1
OTU_1077	Bacteria	1	Firmicutes	0.999	Bacilli	0.9913	Lactobacillales	0.9262	Carnobacteriaceae	0.7915	Granulicatella	0.7349	Granulicatella_adiacens	0.0641	NA	NA	NA	NA	NA	190	1	1	1
OTU_1078	Bacteria	1	Actinobacteria	0.9906	Actinobacteria	0.9883	Propionibacteriales	0.8933	Nocardioidaceae	0.8636	Nocardioides	0.3483	Nocardioides_jensenii	0.0541	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Kribbella,s:Kribbella_aluminosa	2423-004_16S	no	91.8	1412	3280	5	3	3
OTU_1079	Bacteria	1	Bacteroidetes	0.9094	Cytophagia	0.3399	Cytophagales	0.1632	Cyclobacteriaceae	0.0247	Algoriphagus	0.0024	Algoriphagus_lutimaris	0	NA	NA	NA	NA	NA	93	4	1	1
OTU_108	Bacteria	1	Proteobacteria	0.8487	Alphaproteobacteria	0.3399	unsure_unclassified_Alphaproteobacteria	0.0837	unclassified	0.0353	Micavibrio	0.0028	Micavibrio_aeruginosavorus	0	NA	NA	NA	NA	NA	3788	1	1	1
OTU_1080	Bacteria	1	Proteobacteria	0.9479	Alphaproteobacteria	0.9017	Rhizobiales	0.6332	Hyphomicrobiaceae	0.6006	Prosthecomicrobium	0.4696	Prosthecomicrobium_hirschii	0.1169	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium,s:Rhizobium_mesoamericanum	CCGE_501	no	92.4	1350	4183	1	1	1
OTU_1081	Bacteria	0.974	Armatimonadetes	0.8609	Armatimonadia	0.4205	Armatimonadales	0.1897	Armatimonadaceae	0.082	Armatimonas	0.0079	Armatimonas_rosea	3e-4	NA	NA	NA	NA	NA	4763	1	1	1
OTU_1082	Bacteria	1	Proteobacteria	0.9314	Alphaproteobacteria	0.8425	Caulobacterales	0.5458	Caulobacteraceae	0.4449	Caulobacter	0.114	Caulobacter_segnis	0.0076	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Caulobacter,s:Caulobacter_fusiformis	ATCC_15257	no	95.2	1408	1066	5	3	1
OTU_1083	Bacteria	1	Firmicutes	0.9886	Clostridia	0.9893	Clostridiales	0.9841	Peptostreptococcaceae	0.9432	Intestinibacter	0.4089	Intestinibacter_bartlettii	0.0641	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinopolysporales,f:Actinopolysporaceae,g:Actinopolyspora,s:Actinopolyspora_righensis	H23_16S	no	95.2	42	1296	1	1	1
OTU_1084	Bacteria	1	Firmicutes	0.956	Bacilli	0.8882	Bacillales	0.6662	Bacillales_Family_X_Incertae_Sedis	0.5624	Thermicanus	0.4089	Thermicanus_aegyptius	0.0641	NA	NA	NA	NA	NA	1083	1	1	1
OTU_1085	Bacteria	1	Firmicutes	0.9977	Clostridia	0.9933	Clostridiales	0.9907	Peptostreptococcaceae	0.9797	Intestinibacter	0.6878	Intestinibacter_bartlettii	0.494	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Family_XIII_Incertae_Sedis,g:unsure_Terrabacteria_group,s:Eubacterium_minutum	ATCC_700079	yes	100	40	1296	1	1	1
OTU_1086	Bacteria	0.5064	Actinobacteria	0.3295	Actinobacteria	0.0448	Micrococcales	0.0249	Intrasporangiaceae	0.0026	Tetrasphaera	5e-4	Tetrasphaera_duodecadis	0	NA	NA	NA	NA	NA	729	2	1	1
OTU_1087	Bacteria	1	Proteobacteria	0.9721	Alphaproteobacteria	0.9422	Sphingomonadales	0.8643	Sphingomonadaceae	0.6387	Sphingomonas	0.4089	Sphingomonas_glacialis	0.0141	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_pruni	NBRC_15498	no	94.8	1432	709	2	1	1
OTU_1088	Bacteria	1	Actinobacteria	0.9988	Actinobacteria	0.9992	Corynebacteriales	0.9858	Corynebacteriaceae	0.9797	Corynebacterium	0.9869	Corynebacterium_jeikeium	0.7194	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_goodii	M069_16S	no	96.5	85	1954	1	4	3
OTU_1089	Bacteria	1	Proteobacteria	0.9743	Alphaproteobacteria	0.949	Rhizobiales	0.9152	Bradyrhizobiaceae	0.5242	Rhodopseudomonas	0.2877	Rhodopseudomonas_boonkerdii	0.0441	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Tardiphaga,s:Tardiphaga_robiniae	R-45977_16S	no	97.9	1353	197	34	2	1
OTU_109	Bacteria	1	Proteobacteria	0.9978	Alphaproteobacteria	0.9953	Rhodospirillales	0.9891	unsure_unclassified_Rhodospirillales	0.9864	Reyranella	0.8292	Reyranella_soli	0.3055	NA	NA	NA	NA	NA	4557	4	1	1
OTU_1090	Bacteria	1	Actinobacteria	0.9989	Actinobacteria	0.9963	Corynebacteriales	0.9152	Nocardiaceae	0.9034	Rhodococcus	0.5302	Rhodococcus_qingshengii	0.2112	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Rhodococcus,s:Rhodococcus_globerulus	DSM_43954	no	98.3	1321	428	19	1	1
OTU_1091	Bacteria	1	Actinobacteria	0.9866	Actinobacteria	0.9828	Micrococcales	0.8313	Microbacteriaceae	0.7533	Frigoribacterium	0.2877	Frigoribacterium_mesophilum	0.0341	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Promicromonosporaceae,g:Isoptericola,s:Isoptericola_halotolerans	YIM_70177	no	90.9	1346	3547	1	1	1
OTU_1093	Bacteria	1	Fusobacteria	0.9927	Fusobacteriia	0.9693	Fusobacteriales	0.9481	Fusobacteriaceae	0.9631	Fusobacterium	0.973	Fusobacterium_varium	0.9529	NA	NA	NA	NA	NA	3726	2	2	2
OTU_1094	Bacteria	1	Bacteroidetes	0.999	Bacteroidia	0.9992	Bacteroidales	0.9986	Bacteroidaceae	0.9913	Bacteroides	0.9928	Bacteroides_nordii	0.9438	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,s:Bacteroides_vulgatus	JCM_5826	no	90.1	1399	3214	1	2	1
OTU_1095	Bacteria	0.8404	Proteobacteria	0.6621	Deltaproteobacteria	0.0813	Desulfuromonadales	0.0561	Geobacteraceae	0.0173	Geobacter	0.0017	Geobacter_pelophilus	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Cellulomonadaceae,g:Cellulomonas,s:Cellulomonas_phragmiteti	KB23_16S	yes	97.4	39	347	1	1	1
OTU_1096	Bacteria	1	Proteobacteria	0.9329	Deltaproteobacteria	0.8747	Myxococcales	0.526	Polyangiaceae	0.1059	Chondromyces	0.0118	Chondromyces_apiculatus	6e-4	d:Bacteria,p:Firmicutes,c:Tissierellia,o:Tissierellales,f:Peptoniphilaceae,g:Peptoniphilus,s:Peptoniphilus_indolicus	CCUG_46591	no	100	27	1077	3	1	1
OTU_1097	Bacteria	0.974	Firmicutes	0.7287	Clostridia	0.0895	Clostridiales	0.0678	Clostridiaceae	0.021	Lutispora	0.002	Lutispora_thermophila	0	NA	NA	NA	NA	NA	2553	1	1	1
OTU_1098	Bacteria	1	Firmicutes	0.9977	Clostridia	0.9923	Clostridiales	0.9891	Ruminococcaceae	0.9751	Ruminococcus	0.9531	Ruminococcus_bromii	0.9438	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,s:Brevundimonas_vesicularis	CIP_101035	no	96.7	30	247	1	1	1
OTU_1099	Bacteria	1	Firmicutes	0.9304	Clostridia	0.7939	Clostridiales	0.5062	Eubacteriaceae	0.242	Eubacterium	0.0711	Eubacterium_xylanophilum	0.0059	NA	NA	NA	NA	NA	5704	1	1	1
OTU_11	Bacteria	1	Proteobacteria	0.9825	Gammaproteobacteria	0.976	Enterobacterales	0.959	Enterobacteriaceae	0.8835	Escherichia	0.8292	Escherichia_vulneris	0.8396	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae,g:Citrobacter,s:Citrobacter_freundii	LMG_3246	no	98.4	1417	8	48	3	2
OTU_110	Bacteria	0.7958	unsure_Terrabacteria_group	0.5623	unsure_CyanobacteriaMelainabacteria_group	0.0732	unsure_Candidatus_Melainabacteria	0.0522	unclassified	0.0155	Vampirovibrio	0.0016	Vampirovibrio_chlorellavorus	0	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Carnobacteriaceae,g:Marinilactibacillus,s:Marinilactibacillus_piezotolerans	JCM_12337	no	96.4	28	4186	1	1	1
OTU_1100	Bacteria	1	Firmicutes	0.9295	Clostridia	0.7453	Clostridiales	0.4666	Lachnospiraceae	0.2826	Lachnoclostridium	0.0711	Eubacterium_contortum	0.0059	NA	NA	NA	NA	NA	4142	3	2	1
OTU_1102	Bacteria	1	Actinobacteria	0.9986	Actinobacteria	0.9987	Corynebacteriales	0.98740000000000006	Corynebacteriaceae	0.9797	Corynebacterium	0.9869	Corynebacterium_freiburgense	0.7194	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Nocardia,s:Nocardia_veterana	DSM_44445	no	90.3	1395	2384	1	1	1
OTU_1103	Bacteria	0.9294	Firmicutes	0.6621	Erysipelotrichia	0.0854	Erysipelotrichales	0.0639	Erysipelotrichaceae	0.021	Turicibacter	0.002	Turicibacter_sanguinis	0	d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mycoplasmatales,f:Mycoplasmataceae,g:Ureaplasma,s:Ureaplasma_parvum	ATCC_27815	no	97.6	41	1517	1	1	1
OTU_1104	Bacteria	1	Proteobacteria	0.9968	Alphaproteobacteria	0.9933	Rhodospirillales	0.9841	Rhodospirillaceae	0.9751	Azospirillum	0.973	Azospirillum_zeae	0.1169	d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,f:Desulfuromonadaceae,g:Desulfuromusa,s:Desulfuromusa_kysingii	Kysw2_16S	no	100	25	3463	1	1	1
OTU_1106	Bacteria	0.9072	Cyanobacteria	0.7952	unsure_Terrabacteria_group	0.0854	Oscillatoriales	0.0561	Gomontiellaceae	0.0173	Crinalium	0.0017	Crinalium_epipsammum	0	NA	NA	NA	NA	NA	3988	1	2	1
OTU_1107	Bacteria	0.9962	Firmicutes	0.7287	Clostridia	0.0935	Clostridiales	0.0717	Ruminococcaceae	0.021	Acetivibrio	0.002	Acetivibrio_ethanolgignens	0	NA	NA	NA	NA	NA	4136	1	1	1
OTU_1108	Bacteria	0.4619	Proteobacteria	0.2962	Alphaproteobacteria	0.0407	Sphingomonadales	0.0199	Sphingomonadaceae	0.002	Novosphingobium	4e-4	Novosphingobium_stygium	0	NA	NA	NA	NA	NA	2429	2	2	1
OTU_1109	Bacteria	0.9294	Synergistetes	0.6621	Synergistia	0.0854	Synergistales	0.0639	Synergistaceae	0.021	Jonquetella	0.002	Jonquetella_anthropi	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptomycetales,f:Streptomycetaceae,g:Streptomyces,s:Streptomyces_corchorusii	CSSP669_16S	no	93.3	30	2296	1	1	1
OTU_111	Bacteria	1	Actinobacteria	0.9982	Actinobacteria	0.9973	Micrococcales	0.97	Microbacteriaceae	0.9751	Amnibacterium	0.8292	Amnibacterium_kyonggiense	0.8396	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Cryobacterium,s:Cryobacterium_arcticum	SK1_16S	no	95.1	1360	5296	1	1	1
OTU_1110	Bacteria	1	Bacteroidetes	0.9992	Chitinophagia	0.9953	Chitinophagales	0.9938	Chitinophagaceae	0.9905	Hydrotalea	0.9531	Hydrotalea_flava	0.3997	NA	NA	NA	NA	NA	5393	1	1	1
OTU_1111	Bacteria	1	Firmicutes	0.96	Clostridia	0.922	Clostridiales	0.8313	Lachnospiraceae	0.7533	Blautia	0.6878	Blautia_glucerasea	0.0441	NA	NA	NA	NA	NA	4697	1	2	1
OTU_1112	Bacteria	0.9517	Firmicutes	0.8487	Clostridia	0.1788	Clostridiales	0.1102	Ruminococcaceae	0.0228	Anaerobacterium	0.002	Anaerobacterium_chartisolvens	0	d:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Bulleidia,s:Bulleidia_extructa	W1219_16S	no	90.2	41	5848	1	1	1
OTU_1113	Bacteria	1	Firmicutes	0.8973	Clostridia	0.5816	Clostridiales	0.2621	Eubacteriaceae	0.0353	Eubacterium	0.0028	Eubacterium_coprostanoligenes	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_pallens	czh-8_16S	no	97.4	39	4184	1	1	1
OTU_1114	Bacteria	1	Firmicutes	0.9988	Bacilli	0.9983	Bacillales	0.9907	unsure_Terrabacteria_group	0.9842	Exiguobacterium	0.9883	Exiguobacterium_sibiricum	0.3997	NA	NA	NA	NA	NA	771	7	1	1
OTU_1115	Bacteria	0.974	Firmicutes	0.8487	Clostridia	0.1788	Clostridiales	0.1102	Ruminococcaceae	0.0228	Anaerobacterium	0.002	Anaerobacterium_chartisolvens	0	d:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Bulleidia,s:Bulleidia_extructa	W1219_16S	no	90.2	41	5848	1	1	1
OTU_1116	Bacteria	1	Proteobacteria	0.952	Alphaproteobacteria	0.9085	Rhizobiales	0.7322	Aurantimonadaceae	0.6387	Aureimonas	0.3483	Aureimonas_rubiginis	0.0341	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium,s:Rhizobium_straminoryzae	CC-LY845_16S	no	92.7	1402	5655	1	1	1
OTU_1117	Bacteria	1	Actinobacteria	0.9992	Actinobacteria	0.9693	Propionibacteriales	0.8643	Nocardioidaceae	0.8437	Kribbella	0.6407	Kribbella_flavida	0.0441	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Kribbella,s:Kribbella_sancticallisti	BC633_16S	no	96.7	1380	85	19	2	1
OTU_1119	Bacteria	1	Actinobacteria	0.9992	Actinobacteria	0.9903	Micrococcales	0.9043	Microbacteriaceae	0.8636	Frondihabitans	0.4696	Frondihabitans_peucedani	0.0541	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Micrococcaceae,g:Arthrobacter,s:Arthrobacter_livingstonensis	LI2_16S	no	90	1333	3448	4	1	1
OTU_112	Bacteria	1	Proteobacteria	0.96	Alphaproteobacteria	0.922	Rhodospirillales	0.5458	Acetobacteraceae	0.4449	Acidisphaera	0.0926	Acidisphaera_rubrifaciens	0.0076	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Komagataeibacter,s:Komagataeibacter_swingsii	DST_GL01	no	93.1	1414	1984	1	1	1
OTU_1120	Bacteria	0.5509	Firmicutes	0.3627	Bacilli	0.0489	Bacillales	0.0288	Staphylococcaceae	0.0045	Macrococcus	6e-4	Macrococcus_caseolyticus	0	NA	NA	NA	NA	NA	1663	8	3	2
OTU_1121	Bacteria	1	Actinobacteria	0.9866	Actinobacteria	0.9828	Micrococcales	0.8313	Microbacteriaceae	0.7915	Curtobacterium	0.2877	Curtobacterium_flaccumfaciens	0.0341	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Promicromonosporaceae,g:Promicromonospora,s:Promicromonospora_vindobonensis	V-45_16S	no	90.6	915	408	8	1	1
OTU_1122	Bacteria	1	Proteobacteria	0.9329	Alphaproteobacteria	0.8747	Rhizobiales	0.6051	Rhizobiaceae	0.5242	Neorhizobium	0.1664	Neorhizobium_huautlense	0.0241	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Dietziaceae,g:Dietzia,s:Dietzia_lutea	YIM_80766	no	94.3	106	NA	NA	NA	NA
OTU_1123	Bacteria	1	Firmicutes	0.9479	Clostridia	0.9017	Clostridiales	0.7322	Ruminococcaceae	0.3232	Ruminiclostridium	0.0282	Clostridium_straminisolvens	0.0026	NA	NA	NA	NA	NA	781	1	1	1
OTU_1124	Bacteria	1	Bacteroidetes	0.9992	Sphingobacteriia	0.9923	Sphingobacteriales	0.9891	Sphingobacteriaceae	0.9887	Mucilaginibacter	0.8292	Mucilaginibacter_lutimaris	0.0641	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:Mucilaginibacter_polysacchareus	DRP28_16S	no	94.5	1298	4422	2	1	1
OTU_1125	Bacteria	1	Actinobacteria	0.9784	Actinobacteria	0.922	Frankiales	0.5655	Frankiaceae	0.4855	Jatrophihabitans	0.2877	Jatrophihabitans_endophyticus	0.0441	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Thermoactinomycetaceae,g:Laceyella,s:Laceyella_putida	NCIMB_12324	no	92.7	82	4520	1	1	1
OTU_1126	Bacteria	0.8626	Bacteroidetes	0.7952	Sphingobacteriia	0.0813	Sphingobacteriales	0.06	Sphingobacteriaceae	0.0192	Sphingobacterium	0.0017	Sphingobacterium_kitahiroshimense	0	NA	NA	NA	NA	NA	1195	3	1	1
OTU_1127	Bacteria	1	Firmicutes	0.9825	Bacilli	0.9625	Bacillales	0.7653	Bacillaceae	0.6769	Bacillus	0.5302	Bacillus_circulans	0.0441	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:Bacillus_purgationiresistens	DS22_16S	no	95.5	1440	2373	4	6	2
OTU_1129	Bacteria	1	Bacteroidetes	0.9989	Bacteroidia	0.9991	Bacteroidales	0.9968	Bacteroidaceae	0.9887	Bacteroides	0.9897	Bacteroides_cellulosilyticus	0.3997	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella,s:Prevotella_pallens	10371_16S	no	97.2	36	2587	2	2	1
OTU_113	Bacteria	1	Bacteroidetes	0.9981	Cytophagia	0.9085	Cytophagales	0.7653	Cytophagaceae	0.6006	Pseudarcicella	0.0711	Pseudarcicella_hirudinis	0.0059	NA	NA	NA	NA	NA	4350	1	1	1
OTU_1131	Bacteria	0.5955	Firmicutes	0.396	Bacilli	0.0489	Bacillales	0.0288	Paenibacillaceae	0.0045	Oxalophagus	6e-4	Oxalophagus_oxalicus	0	NA	NA	NA	NA	NA	1926	1	2	1
OTU_1132	Bacteria	0.9072	Acidobacteria	0.6289	Holophagae	0.0813	Holophagales	0.06	Holophagaceae	0.0192	Geothrix	0.0017	Geothrix_fermentans	0	d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfobacterales,f:Desulfobacteraceae,g:Desulfospira,s:Desulfospira_joergensenii	B331_16S	no	95.3	43	1845	1	1	1
OTU_1133	Bacteria	1	Firmicutes	0.9886	Bacilli	0.976	Bacillales	0.7653	Bacillaceae	0.7151	Bacillus	0.6407	Bacillus_niacini	0.0441	NA	NA	NA	NA	NA	705	9	2	1
OTU_1134	Bacteria	0.5064	Proteobacteria	0.2962	Deltaproteobacteria	0.0407	Desulfuromonadales	0.0223	Geobacteraceae	0.0023	Geobacter	4e-4	Geobacter_sulfurreducens	0	NA	NA	NA	NA	NA	1735	2	2	1
OTU_1135	Bacteria	1	Proteobacteria	0.9439	Alphaproteobacteria	0.895	Rhodospirillales	0.5062	Acetobacteraceae	0.3638	Acidisphaera	0.0497	Acidisphaera_rubrifaciens	0.0043	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Komagataeibacter,s:Komagataeibacter_swingsii	DST_GL01	no	92.4	1416	1984	1	1	1
OTU_1136	Bacteria	1	Actinobacteria	0.9359	Actinobacteria	0.8815	Propionibacteriales	0.5655	Nocardioidaceae	0.242	Friedmanniella	0.0711	Friedmanniella_lucida	0.0059	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Propionibacteriaceae,g:Luteococcus,s:Luteococcus_peritonei	216_16S	no	94.1	1366	842	4	1	1
OTU_1137	Bacteria	0.2838	Proteobacteria	0.1631	Alphaproteobacteria	0.0229	Rickettsiales	0.0126	Anaplasmataceae	0.0013	Wolbachia	2e-4	Wolbachia_sp	0	NA	NA	NA	NA	NA	3836	2	1	1
OTU_1138	Bacteria	1	Proteobacteria	0.9681	Alphaproteobacteria	0.9355	Rhizobiales	0.7983	Bradyrhizobiaceae	0.4855	Bradyrhizobium	0.1664	Bradyrhizobium_pachyrhizi	0.0141	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bradyrhizobium,s:Bradyrhizobium_elkanii	NBRC_14791	no	96	1415	1914	6	1	1
OTU_1139	Bacteria	1	Tenericutes	0.9982	Mollicutes	0.9983	Entomoplasmatales	0.9907	Spiroplasmataceae	0.9898	Spiroplasma	0.9904	Spiroplasma_ixodetis	0.9575	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus,s:Lactobacillus_amylotrophicus	LMG_11400	yes	95.2	42	4163	1	1	1
OTU_114	Bacteria	1	Proteobacteria	0.9309	Alphaproteobacteria	0.8182	Rhizobiales	0.526	Beijerinckiaceae	0.2014	Beijerinckia	0.0497	Beijerinckia_mobilis	0.0026	NA	NA	NA	NA	NA	2921	3	2	1
OTU_1140	Bacteria	1	Proteobacteria	0.9978	Gammaproteobacteria	0.9953	Pseudomonadales	0.98740000000000006	Pseudomonadaceae	0.9864	Pseudomonas	0.9531	Pseudomonas_extremaustralis	0.2112	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:Pseudomonas_salomonii	CFBP_2022	no	98.6	1327	661	57	1	1
OTU_1141	Bacteria	1	Bacteroidetes	0.999	Flavobacteriia	0.9558	Flavobacteriales	0.9262	Flavobacteriaceae	0.9034	Flavobacterium	0.5908	Flavobacterium_columnare	0.0092	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_aquatile	LMG_4008	no	92.9	1259	2470	2	12	1
OTU_1142	Bacteria	1	Proteobacteria	0.9968	Deltaproteobacteria	0.9923	Myxococcales	0.9858	Labilitrichaceae	0.8636	Labilithrix	0.8763	Labilithrix_luteola	0.9346	d:Bacteria,p:Firmicutes,c:Tissierellia,o:unsure_Terrabacteria_group,f:unsure_unclassified_Tissierellia,g:Tepidimicrobium,s:Tepidimicrobium_ferriphilum	DSM_16624	no	90.7	54	5986	1	1	1
OTU_1143	Bacteria	1	Proteobacteria	0.9094	Gammaproteobacteria	0.6724	Cellvibrionales	0.1632	Porticoccaceae	0.0681	Porticoccus	0.0041	Porticoccus_litoralis	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Vibrionales,f:Vibrionaceae,g:Photobacterium,s:Photobacterium_angustum	ATCC_25915	yes	96.8	63	4850	1	2	1
OTU_1144	Bacteria	1	Proteobacteria	0.9992	Alphaproteobacteria	0.9989	Rickettsiales	0.9858	Rickettsiaceae	0.9842	Rickettsia	0.9869	Rickettsia_monacensis	0.0641	d:Bacteria,p:DeinococcusThermus,c:Deinococci,o:Thermales,f:Thermaceae,g:Meiothermus,s:Meiothermus_ruber	DSM_1279	no	90.9	33	238	28	1	1
OTU_1145	Bacteria	0.1947	Firmicutes	0.1301	Bacilli	0.0185	Bacillales	0.0102	Bacillaceae	0.001	Bacillus	2e-4	Bacillus_alcalophilus	0	NA	NA	NA	NA	NA	398	4	3	2
OTU_1146	Bacteria	1	Planctomycetes	0.9763	Planctomycetia	0.9558	Planctomycetales	0.9262	Planctomycetaceae	0.3232	Planctopirus	0.0041	Planctopirus_limnophila	1e-4	d:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Rubinisphaera,s:Rubinisphaera_brasiliensis	ATCC_49424	no	93.9	148	NA	NA	NA	NA
OTU_1147	Bacteria	0.5955	Firmicutes	0.4293	Bacilli	0.057	Bacillales	0.0366	unsure_Terrabacteria_group	0.0063	Exiguobacterium	8e-4	Exiguobacterium_aestuarii	0	NA	NA	NA	NA	NA	3007	9	1	1
OTU_1148	Bacteria	0.4842	Proteobacteria	0.3627	Epsilonproteobacteria	0.0489	unsure_unclassified_Epsilonproteobacteria	0.0249	unclassified	0.0026	Nitratiruptor	5e-4	Nitratiruptor_tergarcus	0	NA	NA	NA	NA	NA	2526	1	1	1
OTU_1149	Bacteria	1	Proteobacteria	0.9324	Alphaproteobacteria	0.868	Rhizobiales	0.5458	Hyphomicrobiaceae	0.4044	Ancalomicrobium	0.1664	Ancalomicrobium_adetum	0.0241	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium,s:Rhizobium_mesoamericanum	CCGE_501	no	91.6	1351	4116	1	1	1
